"dimension","correlation","scheme","metric","replications","mean","sd","se","ci_lower","ci_upper"
"n=500, p=100","ar1_rho_0.5","equal_width_4","delta_mean_jaccard_s",100,-0.00474747474747475,0.0217475815876899,0.00217475815876899,-0.00901000073866197,-0.000484948756287532
"n=500, p=100","ar1_rho_0.5","equal_width_4","delta_mean_jaccard_2s",100,-0.00129493694711086,0.0263849067292556,0.00263849067292556,-0.00646637866604495,0.00387650477182323
"n=500, p=100","ar1_rho_0.9","quantile_2","delta_mean_entry_tau",100,0.05278652748084,0.024005554195435,0.0024005554195435,0.0480814388585347,0.0574916161031452
"n=500, p=100","ar1_rho_0.9","quantile_2","delta_mean_jaccard_s",100,0.000258352758352759,0.057512858055873,0.0057512858055873,-0.0110141674205984,0.0115308729373039
"n=500, p=100","ar1_rho_0.9","quantile_2","delta_mean_jaccard_2s",100,0.0140306794654621,0.0678651630123586,0.00678651630123586,0.000729107515039781,0.0273322514158844
"n=500, p=100","ar1_rho_0.9","quantile_4","delta_mean_entry_tau",100,0.0604250624383058,0.0248246552460679,0.00248246552460679,0.0555594300100765,0.0652906948665351
"n=500, p=100","ar1_rho_0.9","quantile_4","delta_mean_jaccard_s",100,0.000330225330225329,0.0578479511030312,0.00578479511030312,-0.0110079730859688,0.0116684237464194
"n=500, p=100","ar1_rho_0.9","quantile_4","delta_mean_jaccard_2s",100,0.0257986699291047,0.0666796982043239,0.00666796982043239,0.0127294490810572,0.0388678907771522
"n=500, p=100","ar1_rho_0.9","quantile_8","delta_mean_entry_tau",100,0.0667851300546484,0.0218923108643438,0.00218923108643438,0.062494237125237,0.0710760229840598
"n=500, p=100","ar1_rho_0.9","quantile_8","delta_mean_jaccard_s",100,0.00598484848484848,0.0534262032857072,0.00534262032857072,-0.00448668735915013,0.0164563843288471
"n=500, p=100","ar1_rho_0.9","quantile_8","delta_mean_jaccard_2s",100,0.0360697032436163,0.0637243484121061,0.00637243484121061,0.0235797309548435,0.0485596755323891
"n=500, p=100","ar1_rho_0.9","equal_width_4","delta_mean_entry_tau",100,0.0555975270966661,0.0229349203306331,0.00229349203306331,0.051102282711862,0.0600927714814702
"n=500, p=100","ar1_rho_0.9","equal_width_4","delta_mean_jaccard_s",100,0.00648989898989899,0.0468794216457853,0.00468794216457853,-0.00269846765267493,0.0156782656324729
"n=500, p=100","ar1_rho_0.9","equal_width_4","delta_mean_jaccard_2s",100,0.0284459501850806,0.0653821876356916,0.00653821876356916,0.0156310414084851,0.0412608589616762
"n=500, p=100","block","quantile_2","delta_mean_entry_tau",100,0.0335586128851313,0.0176516007826862,0.00176516007826862,0.0300988991317248,0.0370183266385378
"n=500, p=100","block","quantile_2","delta_mean_jaccard_s",100,0.000101010101010101,0.0306746925460008,0.00306746925460008,-0.00591122963800605,0.00611324984002626
"n=500, p=100","block","quantile_2","delta_mean_jaccard_2s",100,0.00684296379948554,0.0423793257208802,0.00423793257208802,-0.00146338404180698,0.0151493116407781
"n=500, p=100","block","quantile_4","delta_mean_entry_tau",100,0.0325150508666873,0.0178634219720111,0.00178634219720111,0.0290138201601731,0.0360162815732015
"n=500, p=100","block","quantile_4","delta_mean_jaccard_s",100,-0.00707070707070708,0.0341109786103085,0.00341109786103085,-0.0137564588783275,-0.000384955263086609
"n=500, p=100","block","quantile_4","delta_mean_jaccard_2s",100,0.00787031808770939,0.0471530248131739,0.00471530248131739,-0.00137167477567269,0.0171123109510915
"n=500, p=100","block","quantile_8","delta_mean_entry_tau",100,0.036120015157334,0.0178222191716921,0.00178222191716921,0.0326268601996824,0.0396131701149857
"n=500, p=100","block","quantile_8","delta_mean_jaccard_s",100,-0.0122455322455323,0.0390420283396132,0.00390420283396132,-0.0198977698000964,-0.00459329469096807
"n=500, p=100","block","quantile_8","delta_mean_jaccard_2s",100,0.0077119016249451,0.0444375888423538,0.00444375888423538,-0.000997865788156251,0.0164216690380465
"n=500, p=100","block","equal_width_4","delta_mean_entry_tau",100,0.027009492907177,0.0191423890063229,0.00191423890063229,0.0232575846619377,0.0307614011524163
"n=500, p=100","block","equal_width_4","delta_mean_jaccard_s",100,-0.0123232323232323,0.0386727323622549,0.00386727323622549,-0.0199030878662343,-0.00474337678023037
"n=500, p=100","block","equal_width_4","delta_mean_jaccard_2s",100,-0.000744400527009227,0.0538714124858581,0.00538714124858581,-0.0113031973742374,0.00981439632021896
