"path_specification","n","p","dimension","correlation","scheme","metric","replications","original_mean","original_sd","original_se","original_ci_lower","original_ci_upper","sparsified_mean","sparsified_sd","sparsified_se","sparsified_ci_lower","sparsified_ci_upper","paired_difference_mean","paired_difference_sd","paired_difference_se","paired_difference_ci_lower","paired_difference_ci_upper"
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","F1",100,0.655737373737374,0.170676089291276,0.0170676089291276,0.622284860236284,0.689189887238464,0.488969696969697,0.142730018423547,0.0142730018423547,0.460994613358682,0.516944780580712,-0.166767676767677,0.173281286445183,0.0173281286445183,-0.200730808910933,-0.132804544624421
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_4","RMSE",100,1.56023436353897,0.543533775823623,0.0543533775823623,1.45370174347754,1.6667669836004,1.94975041471946,0.671848329907625,0.0671848329907625,1.81806814205757,2.08143268738136,0.389516051180488,0.226086359448216,0.0226086359448216,0.345203124728638,0.433828977632339
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","A_entry",100,0.973302234449967,0.022982778388618,0.0022982778388618,0.968797609885798,0.977806859014136,0.992132936635451,0.00953719193053045,0.000953719193053045,0.990263647017067,0.994002226253835,0.0188307021854838,0.0259364454925581,0.00259364454925581,0.0137471588689424,0.0239142455020252
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","A_set_s",100,0.986269841269841,0.0555481682713068,0.00555481682713068,0.975382400288665,0.997157282251017,0.984444444444444,0.0387483431133085,0.00387483431133085,0.976849769194236,0.992039119694653,-0.00182539682539682,0.0708414309469688,0.00708414309469689,-0.0157103172910027,0.0120595236402091
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","A_set_2s",100,0.943483682983683,0.0778415466810741,0.00778415466810741,0.928226739834192,0.958740626133174,0.977070707070707,0.0435196804063152,0.00435196804063152,0.968540849711069,0.985600564430345,0.0335870240870241,0.0914191233793027,0.00914191233793027,0.0156688759046807,0.0515051722693674
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","F1",100,0.655737373737374,0.170676089291276,0.0170676089291276,0.622284860236284,0.689189887238464,0.438484848484849,0.15534761243532,0.015534761243532,0.408036716447526,0.468932980522171,-0.217252525252525,0.207527110182959,0.0207527110182959,-0.257927838848385,-0.176577211656665
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","quantile_8","RMSE",100,1.56023436353897,0.543533775823623,0.0543533775823623,1.45370174347754,1.6667669836004,2.14177553135332,0.739207060204621,0.0739207060204621,1.99689094755321,2.28666011515342,0.581541167814344,0.283210445119711,0.0283210445119711,0.526031920570881,0.637050415057808
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","equal_width_4","A_entry",100,0.973302234449967,0.022982778388618,0.0022982778388618,0.968797609885798,0.977806859014136,0.988980038216935,0.0125689230588897,0.00125689230588897,0.986516529297393,0.991443547136478,0.0156778037669687,0.0265863964403025,0.00265863964403025,0.0104668700646694,0.020888737469268
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","equal_width_4","A_set_s",100,0.986269841269841,0.0555481682713068,0.00555481682713068,0.975382400288665,0.997157282251017,0.985873015873016,0.0422615519138348,0.00422615519138348,0.977589751697904,0.994156280048128,-0.000396825396825393,0.072549898256529,0.0072549898256529,-0.0146166054551051,0.0138229546614543
"primary_controlled",100,20,"n=100, p=20","ar1_rho_0.9","equal_width_4","A_set_2s",100,0.943483682983683,0.0778415466810741,0.00778415466810741,0.928226739834192,0.958740626133174,0.97959595959596,0.0464326955263902,0.00464326955263902,0.970495151272787,0.988696767919132,0.0361122766122766,0.0909167786614207,0.00909167786614207,0.0182925879946381,0.0539319652299151
